path,category,brightness,contrast,laplacian_var,issue
balanced_dataset\diceros bicornis\diceros bicornis_PICT2853.JPG,diceros bicornis,17.618878681476676,48.73074035011925,231.42992151423024,underexposed
balanced_dataset\diceros bicornis\diceros bicornis_PICT2860.JPG,diceros bicornis,17.863219049364027,48.731951547915166,227.45256492456892,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0010.JPG,equus zebra hartmannae,18.18020137487185,48.485605018770734,230.30465495809275,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0155.JPG,equus zebra hartmannae,21.14472623710432,49.185688290052894,256.07239160004843,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0175.JPG,equus zebra hartmannae,21.078985921881007,49.21327096748709,255.7662334339042,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0270.JPG,equus zebra hartmannae,21.268856679722543,49.22755014361236,255.1976566092701,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0336.JPG,equus zebra hartmannae,21.217843272419262,49.00224283050242,261.4392873374632,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0370.JPG,equus zebra hartmannae,21.27275892485262,49.0166534039838,264.08040185786325,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0405.JPG,equus zebra hartmannae,19.275015543901382,49.44876993624239,236.4951883690047,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0428.JPG,equus zebra hartmannae,17.89193196426855,49.02504111153437,224.3714080172576,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0482.JPG,equus zebra hartmannae,18.78190479623222,48.59595722758575,244.1491907234327,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0586.JPG,equus zebra hartmannae,23.74824461545239,49.60085781096535,274.5338438309436,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0602.JPG,equus zebra hartmannae,17.952385600890683,48.80970885790288,233.86726216857008,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0605.JPG,equus zebra hartmannae,24.25332066292612,49.72648781771522,277.36366064808846,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0645.JPG,equus zebra hartmannae,16.805737651984813,48.7189560156156,224.57502427154128,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0686.JPG,equus zebra hartmannae,20.14496686544226,53.40670740498428,454.0551881596611,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0726.JPG,equus zebra hartmannae,20.618998429799827,53.35571863557825,477.4352290060764,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0736.JPG,equus zebra hartmannae,17.166079953223118,48.73471971955303,224.4824566140991,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0740.JPG,equus zebra hartmannae,17.684132655308854,48.52029559937728,232.09173915909795,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0770.JPG,equus zebra hartmannae,17.331014763952968,48.789453267958784,227.0308565158339,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0797.JPG,equus zebra hartmannae,17.98292723952326,48.90120523636968,226.2511556263063,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0822.JPG,equus zebra hartmannae,20.49044543514708,53.45235389409499,466.78323256496464,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT0852.JPG,equus zebra hartmannae,19.873366263376266,49.43145295399154,240.3241168114481,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1078.JPG,equus zebra hartmannae,24.01282515368592,55.49570307932312,504.65673722787454,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1206.JPG,equus zebra hartmannae,20.480775169245035,53.53427313722556,468.7176620271367,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1291.JPG,equus zebra hartmannae,19.55935582895138,53.39397163492199,444.51543075107327,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1303.JPG,equus zebra hartmannae,24.377309433270856,52.89520740186217,238.07458249841108,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1389.JPG,equus zebra hartmannae,20.872743756407797,50.45927891484521,235.95876425925076,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1424.JPG,equus zebra hartmannae,22.86447318910989,54.22735852310659,512.3358178366461,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1820.JPG,equus zebra hartmannae,22.1184792635142,53.13804849711192,513.6854917997666,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1826.JPG,equus zebra hartmannae,21.661717718018085,53.474859477853975,495.64120873811225,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1829.JPG,equus zebra hartmannae,21.18038785849464,53.38293786600463,487.7687933818857,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1843.JPG,equus zebra hartmannae,20.660504345437687,53.38906751754778,483.6238387998688,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT1959.JPG,equus zebra hartmannae,20.93019297267947,53.48371892533125,488.9166661298564,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2008.JPG,equus zebra hartmannae,20.36702178751969,53.483962427963526,464.8885313859452,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2011.JPG,equus zebra hartmannae,20.273708792168367,53.44498236564388,466.20331566195233,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2035.JPG,equus zebra hartmannae,20.46625022227303,53.49513336910668,467.8272148561958,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2092.JPG,equus zebra hartmannae,19.967649748513946,53.42801146340364,455.832816242729,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2144.JPG,equus zebra hartmannae,17.354616338467576,48.72752616241481,220.2528467258643,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2165.JPG,equus zebra hartmannae,17.786114665433168,48.748277194581256,225.32687009421588,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2176.JPG,equus zebra hartmannae,20.56684246081644,53.30131063766141,477.1220297929456,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2222.JPG,equus zebra hartmannae,17.299177049291938,48.703194457164514,222.2809432711013,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2229.JPG,equus zebra hartmannae,17.46725593321479,48.68889511557091,224.7860583150034,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2402.JPG,equus zebra hartmannae,17.14580780228758,48.75932398007216,214.2647319628942,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2486.JPG,equus zebra hartmannae,17.107475690439575,48.71372125145047,220.33026483608225,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2644.JPG,equus zebra hartmannae,16.985566949410483,48.62405501334809,219.37036824195903,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT2674.JPG,equus zebra hartmannae,17.527544368952647,48.82795405659231,218.1056317596345,underexposed
balanced_dataset\equus zebra hartmannae\equus zebra hartmannae_PICT3035.JPG,equus zebra hartmannae,17.46425766231738,48.80505793864109,215.3353677158274,underexposed
balanced_dataset\giraffa camelopardalis\giraffa camelopardalis_PICT0020.JPG,giraffa camelopardalis,19.66140871881827,53.55185617906847,428.7459514080131,underexposed
balanced_dataset\hyaena brunnea\hyaena brunnea_20150208-PICT0066.JPG,hyaena brunnea,24.889924898676792,48.42825144045018,293.41260969580503,underexposed
balanced_dataset\hyaena brunnea\hyaena brunnea_20150219-RCX_0123.JPG,hyaena brunnea,20.565605025711264,36.8092753736417,184.63594701651823,underexposed
balanced_dataset\hyaena brunnea\hyaena brunnea_20150926-RCX_1259.JPG,hyaena brunnea,10.616592407226562,15.936462404829872,225.9636049993057,underexposed
balanced_dataset\hyaena brunnea\hyaena brunnea_PICT0381.JPG,hyaena brunnea,20.134423709230425,48.90673521498291,254.0503183773561,underexposed
balanced_dataset\hyaena brunnea\hyaena brunnea_PICT0652.JPG,hyaena brunnea,23.00374412536621,58.67581831263425,333.4577238570103,underexposed
balanced_dataset\hystrix africaeaustralis\hystrix africaeaustralis_PICT0022.JPG,hystrix africaeaustralis,20.34016188685441,48.73050253626765,262.8970929823236,underexposed
balanced_dataset\hystrix africaeaustralis\hystrix africaeaustralis_PICT0032.JPG,hystrix africaeaustralis,19.71585322752467,48.64907252421023,249.50396481431676,underexposed
balanced_dataset\hystrix africaeaustralis\hystrix africaeaustralis_PICT0075.JPG,hystrix africaeaustralis,20.09792082171921,48.62800131206698,255.6371869964555,underexposed
balanced_dataset\hystrix africaeaustralis\hystrix africaeaustralis_PICT0448.JPG,hystrix africaeaustralis,18.40479598191401,48.33131451271483,238.04819161549295,underexposed
balanced_dataset\hystrix africaeaustralis\hystrix africaeaustralis_PICT0449.JPG,hystrix africaeaustralis,18.163670648508585,48.26804996391779,236.62727621277384,underexposed
balanced_dataset\panthera leo\panthera leo_20140730-PICT0683.JPG,panthera leo,19.82068570381584,49.01658606119199,241.44166466291935,underexposed
balanced_dataset\panthera leo\panthera leo_20140909-PICT0949.JPG,panthera leo,19.815407285258875,48.56810381140022,253.3236485457663,underexposed
balanced_dataset\panthera leo\panthera leo_20140910-PICT0960.JPG,panthera leo,17.672081250800975,48.31411213842431,230.0031657137081,underexposed
balanced_dataset\panthera leo\panthera leo_20140910-PICT0963.JPG,panthera leo,17.713331035539216,48.38945809450324,224.2219100502387,underexposed
balanced_dataset\panthera leo\panthera leo_20140910-PICT0965.JPG,panthera leo,17.57162046548603,48.35771925260891,225.06532248874615,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0116.JPG,panthera leo,11.81341298421224,17.14052216517054,208.22527627045417,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0123.JPG,panthera leo,12.558910051981607,17.298452001229954,205.23654084969,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0128.JPG,panthera leo,12.889548301696776,17.97120826112773,219.0751806134738,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0129.JPG,panthera leo,12.82895310719808,17.890581469633897,219.86839581810867,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0131.JPG,panthera leo,11.935112953186035,17.035567628896686,215.8864237902708,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0138.JPG,panthera leo,12.019619305928549,17.18525683155968,219.3630005129761,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0141.JPG,panthera leo,12.306562423706056,17.306120676989945,210.17657020925367,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0151.JPG,panthera leo,11.972426414489746,17.063552090830193,223.48604629930853,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0155.JPG,panthera leo,11.912861506144203,17.198986382511315,222.94245296582557,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0158.JPG,panthera leo,11.868432680765787,17.220855146432434,222.23115807552185,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0177.JPG,panthera leo,11.648530960083008,17.087935818826146,220.5538097729629,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0178.JPG,panthera leo,12.732046763102211,17.960242463404818,212.5375861740516,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0180.JPG,panthera leo,12.826933860778809,17.98716216668579,211.8648681563365,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0226.JPG,panthera leo,12.543577829996744,17.89972564956533,212.7433707181607,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0232.JPG,panthera leo,12.29918098449707,17.4650825395761,207.36987779276387,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0234.JPG,panthera leo,12.383378028869627,17.576453026920415,214.20571470901947,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0240.JPG,panthera leo,11.607874552408854,17.078010350852725,213.6216051549022,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0246.JPG,panthera leo,11.984963417053224,17.382600981078156,218.94428247950887,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0249.JPG,panthera leo,11.884649912516275,17.293222227796523,218.7082178750044,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0254.JPG,panthera leo,11.783422470092772,17.22717663308391,216.4798538906202,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0307.JPG,panthera leo,11.727944374084473,17.20128594051687,218.27121620784283,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0310.JPG,panthera leo,11.542441368103027,17.195726233475046,217.5078711443474,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0342.JPG,panthera leo,11.712850570678713,17.28567826758704,213.0695362851376,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0360.JPG,panthera leo,11.923471132914225,17.219425707557228,213.31475900828488,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0374.JPG,panthera leo,11.78563372294108,17.226111661341644,218.1957345832243,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0375.JPG,panthera leo,11.784255663553871,17.289003948293065,213.8464730299196,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0385.JPG,panthera leo,11.523487408955893,16.86861663114344,208.61741111041255,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0410.JPG,panthera leo,12.150508562723797,17.4840188703852,215.0032660443765,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0411.JPG,panthera leo,12.121121088663736,17.49559836817285,212.23116928509376,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0412.JPG,panthera leo,11.961952209472656,17.56042575136168,220.09276506642155,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0413.JPG,panthera leo,12.057059288024902,17.716655602999353,221.07400379430737,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0415.JPG,panthera leo,12.136397043863932,17.693546428950548,219.7805797111648,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0421.JPG,panthera leo,11.867134730021158,17.458752968334117,220.97374724569204,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0436.JPG,panthera leo,12.7400697072347,18.22703538157233,221.492567944852,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0437.JPG,panthera leo,12.467121124267578,18.075666399706968,216.51177513727043,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0438.JPG,panthera leo,12.29940668741862,17.959554100107304,209.3685663088568,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0516.JPG,panthera leo,12.221171061197916,18.445817625665367,228.60400985329355,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0688.JPG,panthera leo,19.045738220214844,19.285020433296523,241.25282404281924,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0689.JPG,panthera leo,18.017391522725426,17.884825733804885,239.5012181516892,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0691.JPG,panthera leo,23.258252779642746,17.209071012696526,257.1437270692185,underexposed
balanced_dataset\panthera leo\panthera leo_20150923-RCX_0695.JPG,panthera leo,24.14957332611084,17.29266241989671,250.7678379111062,underexposed
balanced_dataset\panthera leo\panthera leo_20150924-RCX_0847.JPG,panthera leo,11.440210660298666,16.340766189549814,192.41513565944447,underexposed
balanced_dataset\panthera leo\panthera leo_20150924-RCX_0849.JPG,panthera leo,11.42981751759847,16.559765778020513,196.1374207147729,underexposed
balanced_dataset\panthera leo\panthera leo_20150925-RCX_1010.JPG,panthera leo,10.808244069417318,16.26347327091169,211.60940012315865,underexposed
balanced_dataset\panthera leo\panthera leo_20150925-RCX_1039.JPG,panthera leo,12.401644388834637,16.380608612722508,222.79393090372207,underexposed
balanced_dataset\panthera leo\panthera leo_20150925-RCX_1105.JPG,panthera leo,10.410195668538412,15.896730826199942,207.36308653419837,underexposed
balanced_dataset\panthera leo\panthera leo_20150925-RCX_1143.JPG,panthera leo,10.6453005472819,16.331702987310344,212.84639532361876,underexposed
balanced_dataset\panthera leo\panthera leo_20150925-RCX_1145.JPG,panthera leo,10.710010846455893,16.275514858640033,211.1037811760839,underexposed
balanced_dataset\panthera leo\panthera leo_20151212-PICT0152.JPG,panthera leo,24.93888593529732,48.51716285103205,289.2944176196764,underexposed
balanced_dataset\panthera leo\panthera leo_20151212-PICT0153.JPG,panthera leo,24.83149935321351,48.52249995195221,288.03906494568446,underexposed
balanced_dataset\panthera leo\panthera leo_PICT0255.JPG,panthera leo,18.494488172617903,48.66233656406717,242.09105887167152,underexposed
balanced_dataset\panthera leo\panthera leo_PICT1785.JPG,panthera leo,24.076973099288736,52.04255479122637,227.54772533350575,underexposed
balanced_dataset\panthera leo\panthera leo_PICT1829.JPG,panthera leo,23.72385583369377,47.7198562925086,298.57670639543187,underexposed
balanced_dataset\panthera leo\panthera leo_PICT1830.JPG,panthera leo,23.652119352132196,47.722929130518594,300.4935838199631,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2052.JPG,panthera leo,18.49986808959695,49.07712463821132,230.0083546704877,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2058.JPG,panthera leo,18.481088628772586,49.08890775028196,229.8652249798226,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2059.JPG,panthera leo,18.8089580680107,49.16061672955364,232.22622997940329,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2164.JPG,panthera leo,21.42636433403018,48.541762315572825,264.7394527391257,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2171.JPG,panthera leo,24.75130120726804,48.86806639717918,293.206746479985,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2175.JPG,panthera leo,24.92885824162181,48.56041773745681,303.27127898224,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2204.JPG,panthera leo,19.612417699923107,49.189299297421655,240.39856625700443,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2205.JPG,panthera leo,18.498824570677943,49.01682893083213,233.7205985116828,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2296.JPG,panthera leo,18.67060245258234,49.09552114097124,234.7029195680709,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2297.JPG,panthera leo,18.67227273364411,49.09399339727617,235.8508031969837,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2299.JPG,panthera leo,20.652456762423107,49.41258242152358,246.94175470117617,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2300.JPG,panthera leo,20.27111843001089,49.26734532221514,245.99465897789332,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2301.JPG,panthera leo,19.996701238706265,49.21226750176187,243.1974790676427,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2386.JPG,panthera leo,19.012588057077405,49.10593708953485,240.29923245101347,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2387.JPG,panthera leo,19.04919632272844,49.13281853644678,237.58070200225,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2391.JPG,panthera leo,19.137610209014163,49.20904841698025,242.56004861878137,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2414.JPG,panthera leo,18.94871413638985,49.03334705037061,240.54494448404904,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2415.JPG,panthera leo,18.85203958012944,49.059058518401976,237.21668787963816,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2481.JPG,panthera leo,20.74718119733596,49.20440392092574,253.3533587465186,underexposed
balanced_dataset\panthera leo\panthera leo_PICT2623.JPG,panthera leo,18.45116223828175,49.03609424328498,232.6781443318408,underexposed
balanced_dataset\panthera pardus\panthera pardus_20140810-PICT0723.JPG,panthera pardus,18.1429340578143,48.52783470906051,236.6850047314728,underexposed
balanced_dataset\panthera pardus\panthera pardus_20140810-PICT0724.JPG,panthera pardus,18.23208358864379,48.54175512433133,235.88056416261836,underexposed
balanced_dataset\panthera pardus\panthera pardus_20140810-PICT0725.JPG,panthera pardus,18.001887169798476,48.447337225700885,236.77892231717323,underexposed
balanced_dataset\panthera pardus\panthera pardus_20150207-PICT0060.JPG,panthera pardus,24.9934011007385,48.3983948510222,293.2483466651049,underexposed
balanced_dataset\panthera pardus\panthera pardus_PICT0079.JPG,panthera pardus,22.12602821121018,52.45326697444177,222.37563465722104,underexposed
balanced_dataset\pronolagus randensis\pronolagus randensis_PICT0175.JPG,pronolagus randensis,20.55080840802416,48.661713915301,266.28356940757226,underexposed
balanced_dataset\pronolagus randensis\pronolagus randensis_PICT0176.JPG,pronolagus randensis,20.594837071879404,48.67407223184296,264.8153418976616,underexposed
balanced_dataset\pronolagus randensis\pronolagus randensis_PICT0177.JPG,pronolagus randensis,20.580333936066257,48.68448542521016,265.46265117702245,underexposed
balanced_dataset\pronolagus randensis\pronolagus randensis_PICT0187.JPG,pronolagus randensis,24.505098784484076,53.61141135099535,590.078259304471,underexposed
balanced_dataset\pronolagus randensis\pronolagus randensis_PICT0188.JPG,pronolagus randensis,24.50941227042372,53.57687553546342,594.4300224113008,underexposed
balanced_dataset\pronolagus randensis\pronolagus randensis_PICT0189.JPG,pronolagus randensis,24.420666390413047,53.53915528776307,596.7071367304926,underexposed
balanced_dataset\pronolagus randensis\pronolagus randensis_PICT0208.JPG,pronolagus randensis,24.706492833282528,53.9899378950765,579.4999301916105,underexposed
balanced_dataset\pronolagus randensis\pronolagus randensis_PICT0209.JPG,pronolagus randensis,24.72432171004166,53.94465501521046,580.6378962363708,underexposed
balanced_dataset\pronolagus randensis\pronolagus randensis_PICT0210.JPG,pronolagus randensis,24.73084939255957,53.97325219659499,578.6000007795168,underexposed
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0124.JPG,acinonyx jubatus,230.1483478910355,33.14564875509353,288.6691105130948,overexposed
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0125.JPG,acinonyx jubatus,231.01568332091824,32.20997476747783,279.30391363936064,overexposed
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0142.JPG,acinonyx jubatus,226.95940438573305,36.12508210666997,254.6934018844117,overexposed
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0143.JPG,acinonyx jubatus,227.70716791618608,35.6092987341166,242.1930312730584,overexposed
balanced_dataset\acinonyx jubatus\acinonyx jubatus_PICT0102.JPG,acinonyx jubatus,239.6792325718073,27.67128052537001,103.6147946318666,overexposed
balanced_dataset\acinonyx jubatus\acinonyx jubatus_PICT0173.JPG,acinonyx jubatus,234.80699780933617,29.5472867063405,113.12992861811624,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_20141228-PICT0038.JPG,antidorcas marsupialis,230.98169899597912,40.40069479980681,361.1855291046016,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_20150906-PICT0436.JPG,antidorcas marsupialis,231.4083923551038,32.24479198726748,345.6083300310248,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT0085-2.JPG,antidorcas marsupialis,239.4012917207324,19.939001393645643,150.93270216382624,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT0091-2.JPG,antidorcas marsupialis,237.25873174279928,22.58124222141462,155.61826255698847,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT0844.JPG,antidorcas marsupialis,241.90559044798476,18.859021541697324,126.62989044629812,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1490.JPG,antidorcas marsupialis,230.56609499651577,32.211609021043195,200.097264273058,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1492.JPG,antidorcas marsupialis,230.50943497292707,32.25240238758367,199.41917947199747,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1497.JPG,antidorcas marsupialis,226.2639533422642,45.883931397970905,324.6597748463006,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1498.JPG,antidorcas marsupialis,230.4421566625016,32.43353385548331,201.20074773348009,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1510.JPG,antidorcas marsupialis,231.30815621796103,31.912009190663515,201.4464349891406,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1515.JPG,antidorcas marsupialis,228.6278995258234,33.967893042495206,205.2970328165851,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1516.JPG,antidorcas marsupialis,228.69360329660867,33.80202408910283,204.5255539478774,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1560.JPG,antidorcas marsupialis,231.31021009047,26.643273447328543,176.37740729978603,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1662.JPG,antidorcas marsupialis,239.9892091283,20.37231270736681,152.91881565277242,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT1675.JPG,antidorcas marsupialis,240.59074284329745,19.58097786161814,145.69176731173224,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT2722.JPG,antidorcas marsupialis,242.7148094583013,18.32568068265889,128.6973054204717,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4636.JPG,antidorcas marsupialis,235.21641253263968,30.293581923171505,173.5166089461541,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4673.JPG,antidorcas marsupialis,233.51578381812283,25.90587582068794,193.6802166383854,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4674.JPG,antidorcas marsupialis,233.813406226972,26.1544888812535,187.90122614073087,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4677.JPG,antidorcas marsupialis,233.44765059312124,26.14524475198001,188.15227203461205,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4679.JPG,antidorcas marsupialis,233.78718096204983,25.83622419446252,185.10932343714305,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4686.JPG,antidorcas marsupialis,234.2270448365212,25.719498592261825,184.35352738912937,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4691.JPG,antidorcas marsupialis,234.10025115540495,25.59806615336012,179.11372716227072,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4694.JPG,antidorcas marsupialis,233.7811971857779,25.989908306879222,180.1773820710033,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4696.JPG,antidorcas marsupialis,233.49224043937429,25.95079512720178,184.4734860061976,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4698.JPG,antidorcas marsupialis,233.51425107931243,26.77139570286169,184.56818766584988,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4702.JPG,antidorcas marsupialis,233.24240413843236,26.67103353642125,186.28934596814491,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4704.JPG,antidorcas marsupialis,233.81890153426568,26.08984322506677,189.45911427866744,overexposed
balanced_dataset\antidorcas marsupialis\antidorcas marsupialis_PICT4719.JPG,antidorcas marsupialis,236.32944310281303,23.6698936537194,180.23865157175183,overexposed
